category_id,category_name,victim_age,victim_gender,location,reporter_type,narrative,gbv_related,priority,timestamp,perpetrator_relation,perpetrator_age,repeat_offense
6,Registration,5,Male,Home,Neighbor,Neighbor reports case of registration involving 5-year-old Male child. Incidient occurred at Home. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
24,Disinheritance/succession,2,Male,Public place,Teacher,Teacher reports case of disinheritance/succession involving 2-year-old Male child. Incidient occurred at Public place. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
14,Child in conflict with the law,0,Male,School,Neighbor,Neighbor reports case of child in conflict with the law involving 0-year-old Male child. Incidient occurred at School. ,Yes,Low,2025-05-01 13:08:06,,,
6,Registration,9,Male,Public place,Teacher,Teacher reports case of registration involving 9-year-old Male child. Incidient occurred at Public place. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
41,Child parent,9,Intersex,Home,Neighbor,Neighbor reports case of child parent involving 9-year-old Intersex child. Incidient occurred at Home. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
27,Neglect,17,Male,Online,Teacher,Chronic neglect case. 17-year-old Male living in Online with inadequate food.,Yes,Medium,2025-05-01 13:08:06,,,
20,Emotional abuse,0,Intersex,Online,Parent,Parent reports case of emotional abuse involving 0-year-old Intersex child. Incidient occurred at Online. Investigation ongoing.,No,High,2025-05-01 13:08:06,Neighbor,28.0,Yes
4,Custody,3,Female,School,Healthcare worker,Healthcare worker reports case of custody involving 3-year-old Female child. Incidient occurred at School. ,No,High,2025-05-01 13:08:06,,,
30,Refugee child,0,Male,Online,Parent,Parent reports case of refugee child involving 0-year-old Male child. Incidient occurred at Online. ,Yes,Medium,2025-05-01 13:08:06,,,
35,Child out of school,12,Male,Home,Healthcare worker,Healthcare worker reports case of child out of school involving 12-year-old Male child. Incidient occurred at Home. ,No,Medium,2025-05-01 13:08:06,,,
13,Child infected with HIV,7,Female,School,Healthcare worker,Healthcare worker reports case of child infected with hiv involving 7-year-old Female child. Incidient occurred at School. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
18,Child Pregnancy,15,Intersex,School,Parent,Parent reports case of child pregnancy involving 15-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
11,Child Trafficking,1,Male,Public place,Neighbor,Neighbor reports case of child trafficking involving 1-year-old Male child. Incidient occurred at Public place. Investigation ongoing.,No,High,2025-05-01 13:08:06,Parent,68.0,No
40,Destitute child,13,Intersex,Home,Neighbor,Neighbor reports case of destitute child involving 13-year-old Intersex child. Incidient occurred at Home. ,Yes,Low,2025-05-01 13:08:06,,,
37,Child headed household,0,Female,Home,Healthcare worker,Healthcare worker reports case of child headed household involving 0-year-old Female child. Incidient occurred at Home. ,Yes,High,2025-05-01 13:08:06,,,
23,Incest,9,Male,School,Neighbor,Neighbor reports case of incest involving 9-year-old Male child. Incidient occurred at School. ,Yes,Medium,2025-05-01 13:08:06,Teacher,55.0,Yes
8,Child labor,4,Female,Home,Neighbor,Neighbor reports case of child labor involving 4-year-old Female child. Incidient occurred at Home. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
25,Internally Displaced Child,17,Male,School,Teacher,Teacher reports case of internally displaced child involving 17-year-old Male child. Incidient occurred at School. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
6,Registration,6,Intersex,Home,Parent,Parent reports case of registration involving 6-year-old Intersex child. Incidient occurred at Home. ,Yes,Medium,2025-05-01 13:08:06,,,
25,Internally Displaced Child,5,Intersex,Online,Healthcare worker,Healthcare worker reports case of internally displaced child involving 5-year-old Intersex child. Incidient occurred at Online. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
9,Child of imprisoned/detained parent(s),6,Intersex,Online,Parent,Parent reports case of child of imprisoned/detained parent(s) involving 6-year-old Intersex child. Incidient occurred at Online. ,No,Low,2025-05-01 13:08:06,,,
7,Children on the Street,0,Intersex,Home,Neighbor,Neighbor reports case of children on the street involving 0-year-old Intersex child. Incidient occurred at Home. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
2,Abduction,11,Female,Home,Healthcare worker,Healthcare worker reports case of abduction involving 11-year-old Female child. Incidient occurred at Home. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,Relative,24.0,Yes
3,Attempted Defilement,0,Female,Online,Teacher,Teacher reports case of attempted defilement involving 0-year-old Female child. Incidient occurred at Online. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,Parent,31.0,No
38,Child radicalization,8,Male,Public place,Neighbor,Neighbor reports case of child radicalization involving 8-year-old Male child. Incidient occurred at Public place. Child is now safe.,No,High,2025-05-01 13:08:06,,,
10,Sexual assault and Abuse,11,Intersex,Online,Parent,Parent reports case of sexual assault and abuse involving 11-year-old Intersex child. Incidient occurred at Online. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,Parent,22.0,Yes
18,Child Pregnancy,3,Female,Online,Parent,Parent reports case of child pregnancy involving 3-year-old Female child. Incidient occurred at Online. ,Yes,High,2025-05-01 13:08:06,,,
22,Female Genital Mutilation,6,Female,Online,Teacher,Teacher reports case of female genital mutilation involving 6-year-old Female child. Incidient occurred at Online. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,Relative,22.0,Yes
25,Internally Displaced Child,0,Male,Online,Healthcare worker,Healthcare worker reports case of internally displaced child involving 0-year-old Male child. Incidient occurred at Online. ,No,Medium,2025-05-01 13:08:06,,,
32,Child Truancy,12,Female,Public place,Parent,Parent reports case of child truancy involving 12-year-old Female child. Incidient occurred at Public place. ,Yes,Low,2025-05-01 13:08:06,,,
13,Child infected with HIV,14,Intersex,Online,Healthcare worker,Healthcare worker reports case of child infected with hiv involving 14-year-old Intersex child. Incidient occurred at Online. ,No,Medium,2025-05-01 13:08:06,,,
35,Child out of school,2,Male,School,Parent,Parent reports case of child out of school involving 2-year-old Male child. Incidient occurred at School. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
17,Drug and substance abuse,7,Female,Online,Neighbor,Neighbor reports case of drug and substance abuse involving 7-year-old Female child. Incidient occurred at Online. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
28,Online Child Abuse,0,Intersex,School,Parent,Parent reports case of online child abuse involving 0-year-old Intersex child. Incidient occurred at School. ,No,Low,2025-05-01 13:08:06,,,
41,Child parent,7,Intersex,School,Neighbor,Neighbor reports case of child parent involving 7-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
20,Emotional abuse,13,Female,Home,Parent,Parent reports case of emotional abuse involving 13-year-old Female child. Incidient occurred at Home. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,Parent,23.0,Yes
21,Harmful cultural practices,2,Female,Online,Neighbor,Neighbor reports case of harmful cultural practices involving 2-year-old Female child. Incidient occurred at Online. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
37,Child headed household,17,Female,School,Neighbor,Neighbor reports case of child headed household involving 17-year-old Female child. Incidient occurred at School. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
8,Child labor,7,Male,Public place,Teacher,Teacher reports case of child labor involving 7-year-old Male child. Incidient occurred at Public place. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
9,Child of imprisoned/detained parent(s),2,Intersex,Online,Neighbor,Neighbor reports case of child of imprisoned/detained parent(s) involving 2-year-old Intersex child. Incidient occurred at Online. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,,,
25,Internally Displaced Child,3,Female,Home,Healthcare worker,Healthcare worker reports case of internally displaced child involving 3-year-old Female child. Incidient occurred at Home. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
34,Child offer,12,Intersex,Public place,Teacher,Teacher reports case of child offer involving 12-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,No,Low,2025-05-01 13:08:06,,,
39,Forced Male Circumcision,15,Intersex,Public place,Neighbor,Neighbor reports case of forced male circumcision involving 15-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,No,High,2025-05-01 13:08:06,Teacher,62.0,Yes
35,Child out of school,14,Female,School,Healthcare worker,Healthcare worker reports case of child out of school involving 14-year-old Female child. Incidient occurred at School. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
15,Defilement,4,Female,Home,Teacher,4-year-old Female child allegedly defiled at Home. Teacher noticed physical signs.,Yes,High,2025-05-01 13:08:06,Stranger,24.0,Yes
29,Orphaned,4,Female,Public place,Parent,Parent reports case of orphaned involving 4-year-old Female child. Incidient occurred at Public place. ,Yes,Medium,2025-05-01 13:08:06,,,
39,Forced Male Circumcision,4,Male,Home,Neighbor,Neighbor reports case of forced male circumcision involving 4-year-old Male child. Incidient occurred at Home. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,Neighbor,46.0,No
1,Abandoned,17,Male,Public place,Parent,"Child (17, Male) abandoned at Public place yesterday. Parent reports no known family members have come forward.",Yes,Medium,2025-05-01 13:08:06,Relative,58.0,No
25,Internally Displaced Child,1,Intersex,Online,Teacher,Teacher reports case of internally displaced child involving 1-year-old Intersex child. Incidient occurred at Online. Child is now safe.,No,High,2025-05-01 13:08:06,,,
9,Child of imprisoned/detained parent(s),0,Male,Online,Neighbor,Neighbor reports case of child of imprisoned/detained parent(s) involving 0-year-old Male child. Incidient occurred at Online. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
1,Abandoned,16,Female,Public place,Neighbor,16-year-old Female child found living on the streets in Public place. Reported by Neighbor who noticed the child sleeping rough.,No,Low,2025-05-01 13:08:06,Teacher,46.0,No
17,Drug and substance abuse,16,Male,Public place,Healthcare worker,Healthcare worker reports case of drug and substance abuse involving 16-year-old Male child. Incidient occurred at Public place. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
36,Sick child (Chronic Illness),16,Intersex,Home,Teacher,Teacher reports case of sick child (chronic illness) involving 16-year-old Intersex child. Incidient occurred at Home. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
10,Sexual assault and Abuse,1,Female,Home,Parent,Parent reports case of sexual assault and abuse involving 1-year-old Female child. Incidient occurred at Home. ,Yes,Medium,2025-05-01 13:08:06,Parent,47.0,Yes
4,Custody,11,Female,Home,Teacher,Teacher reports case of custody involving 11-year-old Female child. Incidient occurred at Home. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
34,Child offer,2,Intersex,School,Parent,Parent reports case of child offer involving 2-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
6,Registration,3,Female,Home,Teacher,Teacher reports case of registration involving 3-year-old Female child. Incidient occurred at Home. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
30,Refugee child,8,Male,Public place,Parent,Parent reports case of refugee child involving 8-year-old Male child. Incidient occurred at Public place. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
30,Refugee child,4,Intersex,Public place,Neighbor,Neighbor reports case of refugee child involving 4-year-old Intersex child. Incidient occurred at Public place. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
33,Unlawful confinement,8,Male,Public place,Teacher,Teacher reports case of unlawful confinement involving 8-year-old Male child. Incidient occurred at Public place. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
34,Child offer,16,Intersex,Public place,Healthcare worker,Healthcare worker reports case of child offer involving 16-year-old Intersex child. Incidient occurred at Public place. ,No,Medium,2025-05-01 13:08:06,,,
13,Child infected with HIV,10,Male,Home,Neighbor,Neighbor reports case of child infected with hiv involving 10-year-old Male child. Incidient occurred at Home. ,No,Medium,2025-05-01 13:08:06,,,
4,Custody,16,Intersex,Online,Healthcare worker,Healthcare worker reports case of custody involving 16-year-old Intersex child. Incidient occurred at Online. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
16,Child with disability,7,Female,School,Healthcare worker,Healthcare worker reports case of child with disability involving 7-year-old Female child. Incidient occurred at School. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
33,Unlawful confinement,8,Male,Public place,Healthcare worker,Healthcare worker reports case of unlawful confinement involving 8-year-old Male child. Incidient occurred at Public place. ,No,Medium,2025-05-01 13:08:06,,,
31,Sexual assault,2,Intersex,School,Healthcare worker,Healthcare worker reports case of sexual assault involving 2-year-old Intersex child. Incidient occurred at School. ,No,High,2025-05-01 13:08:06,Neighbor,54.0,Yes
38,Child radicalization,13,Male,Online,Neighbor,Neighbor reports case of child radicalization involving 13-year-old Male child. Incidient occurred at Online. ,No,Low,2025-05-01 13:08:06,,,
32,Child Truancy,14,Intersex,Public place,Parent,Parent reports case of child truancy involving 14-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
33,Unlawful confinement,8,Female,School,Neighbor,Neighbor reports case of unlawful confinement involving 8-year-old Female child. Incidient occurred at School. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
41,Child parent,12,Male,School,Parent,Parent reports case of child parent involving 12-year-old Male child. Incidient occurred at School. ,No,High,2025-05-01 13:08:06,,,
5,Physical abuse/violence,5,Female,Home,Neighbor,Neighbor reports case of physical abuse/violence involving 5-year-old Female child. Incidient occurred at Home. ,No,High,2025-05-01 13:08:06,Teacher,29.0,No
12,Parental Child Abduction,17,Female,School,Teacher,Teacher reports case of parental child abduction involving 17-year-old Female child. Incidient occurred at School. ,Yes,Medium,2025-05-01 13:08:06,Relative,52.0,Yes
19,Child marriage,16,Male,Online,Parent,Parent reports case of child marriage involving 16-year-old Male child. Incidient occurred at Online. ,No,High,2025-05-01 13:08:06,,,
39,Forced Male Circumcision,7,Intersex,School,Teacher,Teacher reports case of forced male circumcision involving 7-year-old Intersex child. Incidient occurred at School. Child is now safe.,Yes,High,2025-05-01 13:08:06,Parent,64.0,Yes
22,Female Genital Mutilation,16,Female,Online,Neighbor,Neighbor reports case of female genital mutilation involving 16-year-old Female child. Incidient occurred at Online. Child is now safe.,No,Low,2025-05-01 13:08:06,Teacher,44.0,No
7,Children on the Street,15,Intersex,School,Neighbor,Neighbor reports case of children on the street involving 15-year-old Intersex child. Incidient occurred at School. Child is now safe.,No,High,2025-05-01 13:08:06,,,
40,Destitute child,12,Intersex,Public place,Parent,Parent reports case of destitute child involving 12-year-old Intersex child. Incidient occurred at Public place. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
17,Drug and substance abuse,9,Female,Home,Neighbor,Neighbor reports case of drug and substance abuse involving 9-year-old Female child. Incidient occurred at Home. Child is now safe.,No,High,2025-05-01 13:08:06,,,
11,Child Trafficking,9,Intersex,School,Parent,Parent reports case of child trafficking involving 9-year-old Intersex child. Incidient occurred at School. ,No,Medium,2025-05-01 13:08:06,Teacher,57.0,No
12,Parental Child Abduction,0,Male,Public place,Healthcare worker,Healthcare worker reports case of parental child abduction involving 0-year-old Male child. Incidient occurred at Public place. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,Stranger,53.0,Yes
32,Child Truancy,0,Male,Online,Neighbor,Neighbor reports case of child truancy involving 0-year-old Male child. Incidient occurred at Online. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
19,Child marriage,11,Intersex,Public place,Parent,Parent reports case of child marriage involving 11-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
24,Disinheritance/succession,10,Intersex,Public place,Teacher,Teacher reports case of disinheritance/succession involving 10-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
37,Child headed household,12,Intersex,Public place,Parent,Parent reports case of child headed household involving 12-year-old Intersex child. Incidient occurred at Public place. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
4,Custody,16,Intersex,Home,Parent,Parent reports case of custody involving 16-year-old Intersex child. Incidient occurred at Home. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
31,Sexual assault,3,Intersex,Public place,Parent,Parent reports case of sexual assault involving 3-year-old Intersex child. Incidient occurred at Public place. ,No,High,2025-05-01 13:08:06,Neighbor,41.0,No
10,Sexual assault and Abuse,11,Intersex,School,Neighbor,Neighbor reports case of sexual assault and abuse involving 11-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,No,High,2025-05-01 13:08:06,Stranger,62.0,Yes
36,Sick child (Chronic Illness),1,Female,Online,Teacher,Teacher reports case of sick child (chronic illness) involving 1-year-old Female child. Incidient occurred at Online. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
2,Abduction,15,Female,Online,Teacher,Teacher reports case of abduction involving 15-year-old Female child. Incidient occurred at Online. Child is now safe.,Yes,High,2025-05-01 13:08:06,Teacher,30.0,Yes
26,Missing Child,14,Intersex,Home,Teacher,Teacher reports case of missing child involving 14-year-old Intersex child. Incidient occurred at Home. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
41,Child parent,6,Male,Online,Parent,Parent reports case of child parent involving 6-year-old Male child. Incidient occurred at Online. ,No,High,2025-05-01 13:08:06,,,
12,Parental Child Abduction,14,Intersex,School,Parent,Parent reports case of parental child abduction involving 14-year-old Intersex child. Incidient occurred at School. Child is now safe.,Yes,High,2025-05-01 13:08:06,Parent,33.0,Yes
35,Child out of school,15,Male,Home,Parent,Parent reports case of child out of school involving 15-year-old Male child. Incidient occurred at Home. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
12,Parental Child Abduction,10,Female,Home,Teacher,Teacher reports case of parental child abduction involving 10-year-old Female child. Incidient occurred at Home. ,Yes,High,2025-05-01 13:08:06,Relative,33.0,No
39,Forced Male Circumcision,8,Intersex,Public place,Teacher,Teacher reports case of forced male circumcision involving 8-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,No,High,2025-05-01 13:08:06,Stranger,28.0,No
3,Attempted Defilement,17,Female,Online,Parent,Parent reports case of attempted defilement involving 17-year-old Female child. Incidient occurred at Online. Child is now safe.,No,Medium,2025-05-01 13:08:06,Teacher,51.0,Yes
1,Abandoned,13,Intersex,Home,Healthcare worker,"Child (13, Intersex) abandoned at Home last week. Healthcare worker reports no known family members have come forward.",No,Low,2025-05-01 13:08:06,Neighbor,19.0,No
11,Child Trafficking,16,Intersex,Public place,Neighbor,Neighbor reports case of child trafficking involving 16-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,Parent,34.0,Yes
22,Female Genital Mutilation,13,Male,Online,Teacher,Teacher reports case of female genital mutilation involving 13-year-old Male child. Incidient occurred at Online. Investigation ongoing.,No,High,2025-05-01 13:08:06,Teacher,65.0,No
9,Child of imprisoned/detained parent(s),10,Intersex,Online,Healthcare worker,Healthcare worker reports case of child of imprisoned/detained parent(s) involving 10-year-old Intersex child. Incidient occurred at Online. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
11,Child Trafficking,2,Female,School,Neighbor,Neighbor reports case of child trafficking involving 2-year-old Female child. Incidient occurred at School. ,Yes,Low,2025-05-01 13:08:06,Teacher,26.0,No
9,Child of imprisoned/detained parent(s),12,Female,School,Teacher,Teacher reports case of child of imprisoned/detained parent(s) involving 12-year-old Female child. Incidient occurred at School. ,Yes,Low,2025-05-01 13:08:06,,,
36,Sick child (Chronic Illness),5,Intersex,Public place,Healthcare worker,Healthcare worker reports case of sick child (chronic illness) involving 5-year-old Intersex child. Incidient occurred at Public place. ,No,Low,2025-05-01 13:08:06,,,
36,Sick child (Chronic Illness),0,Male,Online,Parent,Parent reports case of sick child (chronic illness) involving 0-year-old Male child. Incidient occurred at Online. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
36,Sick child (Chronic Illness),9,Female,Online,Parent,Parent reports case of sick child (chronic illness) involving 9-year-old Female child. Incidient occurred at Online. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
27,Neglect,7,Male,Public place,Parent,Chronic neglect case. 7-year-old Male living in Public place with lack of supervision.,Yes,High,2025-05-01 13:08:06,,,
4,Custody,16,Female,Home,Parent,Parent reports case of custody involving 16-year-old Female child. Incidient occurred at Home. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,,,
30,Refugee child,14,Female,School,Neighbor,Neighbor reports case of refugee child involving 14-year-old Female child. Incidient occurred at School. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
21,Harmful cultural practices,13,Intersex,Online,Neighbor,Neighbor reports case of harmful cultural practices involving 13-year-old Intersex child. Incidient occurred at Online. ,No,Low,2025-05-01 13:08:06,,,
5,Physical abuse/violence,7,Male,Online,Neighbor,Neighbor reports case of physical abuse/violence involving 7-year-old Male child. Incidient occurred at Online. Child is now safe.,Yes,Low,2025-05-01 13:08:06,Stranger,20.0,Yes
9,Child of imprisoned/detained parent(s),11,Intersex,Home,Healthcare worker,Healthcare worker reports case of child of imprisoned/detained parent(s) involving 11-year-old Intersex child. Incidient occurred at Home. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
16,Child with disability,9,Intersex,School,Parent,Parent reports case of child with disability involving 9-year-old Intersex child. Incidient occurred at School. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
36,Sick child (Chronic Illness),10,Female,Public place,Healthcare worker,Healthcare worker reports case of sick child (chronic illness) involving 10-year-old Female child. Incidient occurred at Public place. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
9,Child of imprisoned/detained parent(s),4,Female,School,Neighbor,Neighbor reports case of child of imprisoned/detained parent(s) involving 4-year-old Female child. Incidient occurred at School. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
34,Child offer,1,Male,Public place,Parent,Parent reports case of child offer involving 1-year-old Male child. Incidient occurred at Public place. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
11,Child Trafficking,16,Female,School,Parent,Parent reports case of child trafficking involving 16-year-old Female child. Incidient occurred at School. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,Teacher,23.0,No
26,Missing Child,14,Female,Home,Parent,Parent reports case of missing child involving 14-year-old Female child. Incidient occurred at Home. Child is now safe.,No,High,2025-05-01 13:08:06,,,
5,Physical abuse/violence,11,Male,Public place,Neighbor,Neighbor reports case of physical abuse/violence involving 11-year-old Male child. Incidient occurred at Public place. Child is now safe.,Yes,High,2025-05-01 13:08:06,Teacher,45.0,Yes
5,Physical abuse/violence,1,Male,School,Parent,Parent reports case of physical abuse/violence involving 1-year-old Male child. Incidient occurred at School. Child is now safe.,No,Medium,2025-05-01 13:08:06,Neighbor,44.0,No
20,Emotional abuse,7,Male,Online,Healthcare worker,Healthcare worker reports case of emotional abuse involving 7-year-old Male child. Incidient occurred at Online. ,No,Medium,2025-05-01 13:08:06,Stranger,28.0,No
4,Custody,11,Intersex,Online,Teacher,Teacher reports case of custody involving 11-year-old Intersex child. Incidient occurred at Online. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
6,Registration,7,Male,Online,Neighbor,Neighbor reports case of registration involving 7-year-old Male child. Incidient occurred at Online. ,No,Low,2025-05-01 13:08:06,,,
34,Child offer,17,Male,Home,Healthcare worker,Healthcare worker reports case of child offer involving 17-year-old Male child. Incidient occurred at Home. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
13,Child infected with HIV,11,Intersex,Home,Parent,Parent reports case of child infected with hiv involving 11-year-old Intersex child. Incidient occurred at Home. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
40,Destitute child,6,Female,Public place,Parent,Parent reports case of destitute child involving 6-year-old Female child. Incidient occurred at Public place. ,No,High,2025-05-01 13:08:06,,,
21,Harmful cultural practices,14,Intersex,Home,Parent,Parent reports case of harmful cultural practices involving 14-year-old Intersex child. Incidient occurred at Home. Child is now safe.,No,High,2025-05-01 13:08:06,,,
9,Child of imprisoned/detained parent(s),10,Male,Online,Neighbor,Neighbor reports case of child of imprisoned/detained parent(s) involving 10-year-old Male child. Incidient occurred at Online. ,Yes,Medium,2025-05-01 13:08:06,,,
37,Child headed household,17,Female,Online,Teacher,Teacher reports case of child headed household involving 17-year-old Female child. Incidient occurred at Online. Child is now safe.,No,High,2025-05-01 13:08:06,,,
2,Abduction,17,Intersex,School,Parent,Parent reports case of abduction involving 17-year-old Intersex child. Incidient occurred at School. Child is now safe.,No,Low,2025-05-01 13:08:06,Neighbor,68.0,Yes
15,Defilement,4,Intersex,Home,Parent,4-year-old Intersex child allegedly defiled at Home. Parent noticed the child disclosed.,No,Medium,2025-05-01 13:08:06,Stranger,54.0,No
2,Abduction,7,Male,Online,Healthcare worker,Healthcare worker reports case of abduction involving 7-year-old Male child. Incidient occurred at Online. Child is now safe.,No,High,2025-05-01 13:08:06,Teacher,33.0,Yes
8,Child labor,16,Intersex,Public place,Healthcare worker,Healthcare worker reports case of child labor involving 16-year-old Intersex child. Incidient occurred at Public place. ,Yes,Low,2025-05-01 13:08:06,,,
37,Child headed household,17,Intersex,School,Healthcare worker,Healthcare worker reports case of child headed household involving 17-year-old Intersex child. Incidient occurred at School. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
19,Child marriage,13,Male,Home,Parent,Parent reports case of child marriage involving 13-year-old Male child. Incidient occurred at Home. ,No,High,2025-05-01 13:08:06,,,
38,Child radicalization,4,Intersex,Online,Healthcare worker,Healthcare worker reports case of child radicalization involving 4-year-old Intersex child. Incidient occurred at Online. Investigation ongoing.,No,Low,2025-05-01 13:08:06,,,
17,Drug and substance abuse,10,Male,School,Parent,Parent reports case of drug and substance abuse involving 10-year-old Male child. Incidient occurred at School. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
37,Child headed household,13,Intersex,Public place,Neighbor,Neighbor reports case of child headed household involving 13-year-old Intersex child. Incidient occurred at Public place. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
19,Child marriage,2,Intersex,Public place,Parent,Parent reports case of child marriage involving 2-year-old Intersex child. Incidient occurred at Public place. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
33,Unlawful confinement,17,Female,Home,Parent,Parent reports case of unlawful confinement involving 17-year-old Female child. Incidient occurred at Home. ,No,Medium,2025-05-01 13:08:06,,,
22,Female Genital Mutilation,11,Intersex,Public place,Healthcare worker,Healthcare worker reports case of female genital mutilation involving 11-year-old Intersex child. Incidient occurred at Public place. ,No,Medium,2025-05-01 13:08:06,Relative,42.0,Yes
20,Emotional abuse,10,Intersex,Home,Neighbor,Neighbor reports case of emotional abuse involving 10-year-old Intersex child. Incidient occurred at Home. Child is now safe.,Yes,High,2025-05-01 13:08:06,Relative,46.0,No
23,Incest,4,Male,Public place,Teacher,Teacher reports case of incest involving 4-year-old Male child. Incidient occurred at Public place. Child is now safe.,No,Medium,2025-05-01 13:08:06,Parent,20.0,Yes
7,Children on the Street,11,Intersex,Public place,Teacher,Teacher reports case of children on the street involving 11-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
30,Refugee child,4,Female,Home,Teacher,Teacher reports case of refugee child involving 4-year-old Female child. Incidient occurred at Home. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
10,Sexual assault and Abuse,11,Male,School,Healthcare worker,Healthcare worker reports case of sexual assault and abuse involving 11-year-old Male child. Incidient occurred at School. ,Yes,Low,2025-05-01 13:08:06,Teacher,44.0,Yes
18,Child Pregnancy,14,Intersex,Home,Neighbor,Neighbor reports case of child pregnancy involving 14-year-old Intersex child. Incidient occurred at Home. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
4,Custody,0,Intersex,School,Teacher,Teacher reports case of custody involving 0-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
27,Neglect,11,Male,Public place,Healthcare worker,Healthcare worker reports neglect of 11-year-old Male child at Public place. Child shows signs of poor hygiene.,No,Medium,2025-05-01 13:08:06,,,
16,Child with disability,11,Female,Home,Neighbor,Neighbor reports case of child with disability involving 11-year-old Female child. Incidient occurred at Home. Child is now safe.,No,High,2025-05-01 13:08:06,,,
